DN,distance
1,0.181360606825
2,0.177961433366
3,0.173556993773
4,0.167745106979
5,0.185072536726
6,0.180054957134
7,0.173822824676
8,0.166865930842
9,0.160203162251
10,0.153547427107
11,0.194386158942
12,0.188911377637
13,0.182228121514
14,0.174465616789
15,0.166937461162
16,0.159680870603
17,0.152734557106
18,0.146109213778
19,0.139353109658
20,0.199431393333
21,0.199895658711
22,0.192801451976
23,0.184478356474
24,0.176244513404
25,0.168202238399
26,0.1603803526
27,0.152812702344
28,0.145538951814
29,0.138605378657
30,0.132045097748
31,0.1251632986
32,0.184058942896
33,0.187906648296
34,0.192567223105
35,0.196082489203
36,0.18776618724
37,0.179125669763
38,0.170633730738
39,0.162313691854
40,0.154193382027
41,0.14630606125
42,0.13869148516
43,0.1313970797
44,0.124479143037
45,0.118041910811
46,0.170147413619
47,0.173190413499
48,0.177291832272
49,0.180152607601
50,0.183231070618
51,0.186794776303
52,0.183057047478
53,0.174183085083
54,0.165437636669
55,0.15684220135
56,0.148422844002
57,0.140211287418
58,0.132246246135
59,0.124575014006
60,0.117255271148
61,0.110356980096
62,0.103982707687
63,0.158082966668
64,0.160296005685
65,0.163579964112
66,0.165715362833
67,0.167869725362
68,0.170584020082
69,0.17383201984
70,0.177584442832
71,0.178783735816
72,0.169686442269
73,0.160696462897
74,0.151832861019
75,0.143119118858
76,0.134584347828
77,0.126264845376
78,0.118206072921
79,0.110465108396
80,0.103113552313
81,0.096236518449
82,0.0897906157434
83,0.149665432039
84,0.151852799183
85,0.153193344935
86,0.154229906784
87,0.155902300691
88,0.158190361828
89,0.161067854613
90,0.16450385103
91,0.168464180816
92,0.172912820324
93,0.165672056337
94,0.156451573173
95,0.147332817953
96,0.138335909089
97,0.129486247305
98,0.120816194025
99,0.112367331713
100,0.104193482204
101,0.096364652396
102,0.0889719659723
103,0.0821182857922
104,0.0756068197833
105,0.141698434845
106,0.142612014613
107,0.143082895346
108,0.142805754786
109,0.143220622867
110,0.144328826049
111,0.146114589425
112,0.148553480125
113,0.151613982441
114,0.155259340736
115,0.159449446848
116,0.164142588363
117,0.162175743598
118,0.152744349517
119,0.143390030361
120,0.134128913007
121,0.124981717871
122,0.115975403856
123,0.107145502925
124,0.0985394504486
125,0.0902213267043
126,0.0822785044216
127,0.074830587245
128,0.0680093221427
129,0.0614370658838
130,0.136838537757
131,0.136463986947
132,0.135858302641
133,0.134164462707
134,0.133111856225
135,0.132805984361
136,0.133251989465
137,0.134442388817
138,0.136357688177
139,0.138967918382
140,0.14223482539
141,0.146114368794
142,0.150559197601
143,0.155520851324
144,0.159231634334
145,0.14961476488
146,0.140051570387
147,0.130553846612
148,0.121136994196
149,0.111821446335
150,0.102634791168
151,0.0936149820039
152,0.0848152660384
153,0.0763118198626
154,0.068215528645
155,0.0606895612596
156,0.0539204760212
157,0.0472939771596
158,0.135420672283
159,0.133844308527
